Transaction Date;Purchase Order No.;Item Code;Description;Contact Name;Price;Qty;Disc Amount;Tax Amount;Amount;Sub Total;Grand Total;Location Name
02 Mei 2026;WO/DRN/46142/84/baggy cargo pants;120110CLC;Kidsmate Celana Baggy Cargo Pants;DRN Kids;40000;22;0;0;880000;36250000;36250000;Pusat
02 Mei 2026;WO/Mulyo/46108/50/rebel wide;125075CLJ;Kidsmate Denim Rebel Wide Pants;Mulyo Siswanto;45500;23;0;0;1046500;3182000;3182000;Pusat
02 Mei 2026;WO/Mulyo/46108/50/rebel wide;125074CLJ;Kidsmate Denim Rebel Wide Pants;Mulyo Siswanto;45500;10;0;0;455000;3182000;3182000;Pusat
02 Mei 2026;WO/Mulyo/46108/50/rebel wide;125073CLJ;Kidsmate Denim Rebel Wide Pants;Mulyo Siswanto;45500;4;0;0;182000;3182000;3182000;Pusat
02 Mei 2026;WO/Mulyo/46108/50/rebel wide;125072CLJ;Kidsmate Denim Rebel Wide Pants;Mulyo Siswanto;40500;8;0;0;324000;3182000;3182000;Pusat
02 Mei 2026;WO/Mulyo/46108/50/rebel wide;125071CLJ;Kidsmate Denim Rebel Wide Pants;Mulyo Siswanto;40500;19;0;0;769500;3182000;3182000;Pusat
02 Mei 2026;WO/Mulyo/46108/50/rebel wide;125070CLJ;Kidsmate Denim Rebel Wide Pants;Mulyo Siswanto;40500;10;0;0;405000;3182000;3182000;Pusat
02 Mei 2026;PO-000006526;#10285O;Overall Celana Pendek Anak Motif Unisex KOI;PUSAT GROSIR BANDUNG;36000;18;0;0;648000;14400000;14400000;Pusat
02 Mei 2026;PO-000006526;#10286O;Overall Celana Pendek Anak Motif Unisex KOI;PUSAT GROSIR BANDUNG;36000;18;0;0;648000;14400000;14400000;Pusat
02 Mei 2026;PO-000006526;#10287O;Overall Celana Pendek Anak Motif Unisex KOI;PUSAT GROSIR BANDUNG;36000;18;0;0;648000;14400000;14400000;Pusat
02 Mei 2026;PO-000006526;#10288O;Overall Celana Pendek Anak Motif Unisex KOI;PUSAT GROSIR BANDUNG;36000;18;0;0;648000;14400000;14400000;Pusat
02 Mei 2026;PO-000006526;#10289O;Overall Celana Pendek Anak Motif Unisex KOI;PUSAT GROSIR BANDUNG;36000;18;0;0;648000;14400000;14400000;Pusat
02 Mei 2026;PO-000006526;#4051O;Overall Celana Pendek Anak Motif Unisex KOI;PUSAT GROSIR BANDUNG;36000;8;0;0;288000;14400000;14400000;Pusat
02 Mei 2026;PO-000006526;#4052O;Overall Celana Pendek Anak Motif Unisex KOI;PUSAT GROSIR BANDUNG;36000;8;0;0;288000;14400000;14400000;Pusat
02 Mei 2026;PO-000006526;#4053O;Overall Celana Pendek Anak Motif Unisex KOI;PUSAT GROSIR BANDUNG;36000;8;0;0;288000;14400000;14400000;Pusat
02 Mei 2026;PO-000006526;#4054O;Overall Celana Pendek Anak Motif Unisex KOI;PUSAT GROSIR BANDUNG;36000;8;0;0;288000;14400000;14400000;Pusat
02 Mei 2026;PO-000006526;#4055O;Overall Celana Pendek Anak Motif Unisex KOI;PUSAT GROSIR BANDUNG;36000;8;0;0;288000;14400000;14400000;Pusat
02 Mei 2026;PO-000006526;#4656O;Overall Celana Pendek Anak Motif Unisex KOI;PUSAT GROSIR BANDUNG;36000;6;0;0;216000;14400000;14400000;Pusat
02 Mei 2026;PO-000006526;#4657O;Overall Celana Pendek Anak Motif Unisex KOI;PUSAT GROSIR BANDUNG;36000;6;0;0;216000;14400000;14400000;Pusat
02 Mei 2026;PO-000006526;#4658O;Overall Celana Pendek Anak Motif Unisex KOI;PUSAT GROSIR BANDUNG;36000;6;0;0;216000;14400000;14400000;Pusat
02 Mei 2026;PO-000006526;#4659O;Overall Celana Pendek Anak Motif Unisex KOI;PUSAT GROSIR BANDUNG;36000;6;0;0;216000;14400000;14400000;Pusat
02 Mei 2026;PO-000006526;#4660O;Overall Celana Pendek Anak Motif Unisex KOI;PUSAT GROSIR BANDUNG;36000;6;0;0;216000;14400000;14400000;Pusat
02 Mei 2026;PO-000006526;#4636O;Overall Celana Pendek Anak Motif Unisex KOI;PUSAT GROSIR BANDUNG;36000;10;0;0;360000;14400000;14400000;Pusat
02 Mei 2026;PO-000006526;#4637O;Overall Celana Pendek Anak Motif Unisex KOI;PUSAT GROSIR BANDUNG;36000;10;0;0;360000;14400000;14400000;Pusat
02 Mei 2026;PO-000006526;#4638O;Overall Celana Pendek Anak Motif Unisex KOI;PUSAT GROSIR BANDUNG;36000;10;0;0;360000;14400000;14400000;Pusat
02 Mei 2026;PO-000006526;#4639O;Overall Celana Pendek Anak Motif Unisex KOI;PUSAT GROSIR BANDUNG;36000;10;0;0;360000;14400000;14400000;Pusat
02 Mei 2026;PO-000006526;#4640O;Overall Celana Pendek Anak Motif Unisex KOI;PUSAT GROSIR BANDUNG;36000;10;0;0;360000;14400000;14400000;Pusat
02 Mei 2026;PO-000006526;#10290O;Overall Celana Pendek Anak Motif Unisex KOI;PUSAT GROSIR BANDUNG;36000;4;0;0;144000;14400000;14400000;Pusat
02 Mei 2026;PO-000006526;#10291O;Overall Celana Pendek Anak Motif Unisex KOI;PUSAT GROSIR BANDUNG;36000;4;0;0;144000;14400000;14400000;Pusat
02 Mei 2026;PO-000006526;#10292O;Overall Celana Pendek Anak Motif Unisex KOI;PUSAT GROSIR BANDUNG;36000;4;0;0;144000;14400000;14400000;Pusat
02 Mei 2026;PO-000006526;#10293O;Overall Celana Pendek Anak Motif Unisex KOI;PUSAT GROSIR BANDUNG;36000;4;0;0;144000;14400000;14400000;Pusat
02 Mei 2026;PO-000006526;#10294O;Overall Celana Pendek Anak Motif Unisex KOI;PUSAT GROSIR BANDUNG;36000;4;0;0;144000;14400000;14400000;Pusat
02 Mei 2026;PO-000006526;#4651O;Overall Celana Pendek Anak Motif Unisex KOI;PUSAT GROSIR BANDUNG;36000;16;0;0;576000;14400000;14400000;Pusat
02 Mei 2026;PO-000006526;#4652O;Overall Celana Pendek Anak Motif Unisex KOI;PUSAT GROSIR BANDUNG;36000;16;0;0;576000;14400000;14400000;Pusat
02 Mei 2026;PO-000006526;#4653O;Overall Celana Pendek Anak Motif Unisex KOI;PUSAT GROSIR BANDUNG;36000;16;0;0;576000;14400000;14400000;Pusat
02 Mei 2026;PO-000006526;#4654O;Overall Celana Pendek Anak Motif Unisex KOI;PUSAT GROSIR BANDUNG;36000;16;0;0;576000;14400000;14400000;Pusat
02 Mei 2026;PO-000006526;#4655O;Overall Celana Pendek Anak Motif Unisex KOI;PUSAT GROSIR BANDUNG;36000;16;0;0;576000;14400000;14400000;Pusat
02 Mei 2026;PO-000006526;#4641O;Overall Celana Pendek Anak Motif Unisex KOI;PUSAT GROSIR BANDUNG;36000;10;0;0;360000;14400000;14400000;Pusat
02 Mei 2026;PO-000006526;#4642O;Overall Celana Pendek Anak Motif Unisex KOI;PUSAT GROSIR BANDUNG;36000;10;0;0;360000;14400000;14400000;Pusat
02 Mei 2026;PO-000006526;#4643O;Overall Celana Pendek Anak Motif Unisex KOI;PUSAT GROSIR BANDUNG;36000;10;0;0;360000;14400000;14400000;Pusat
02 Mei 2026;PO-000006526;#4644O;Overall Celana Pendek Anak Motif Unisex KOI;PUSAT GROSIR BANDUNG;36000;10;0;0;360000;14400000;14400000;Pusat
02 Mei 2026;PO-000006526;#4645O;Overall Celana Pendek Anak Motif Unisex KOI;PUSAT GROSIR BANDUNG;36000;10;0;0;360000;14400000;14400000;Pusat
02 Mei 2026;PO-000006526;#10295O;Overall Celana Pendek Anak Motif Unisex KOI;PUSAT GROSIR BANDUNG;36000;8;0;0;288000;14400000;14400000;Pusat
02 Mei 2026;PO-000006526;#10296O;Overall Celana Pendek Anak Motif Unisex KOI;PUSAT GROSIR BANDUNG;36000;8;0;0;288000;14400000;14400000;Pusat
02 Mei 2026;PO-000006526;#10297O;Overall Celana Pendek Anak Motif Unisex KOI;PUSAT GROSIR BANDUNG;36000;8;0;0;288000;14400000;14400000;Pusat
02 Mei 2026;PO-000006526;#10298O;Overall Celana Pendek Anak Motif Unisex KOI;PUSAT GROSIR BANDUNG;36000;8;0;0;288000;14400000;14400000;Pusat
02 Mei 2026;PO-000006526;#10299O;Overall Celana Pendek Anak Motif Unisex KOI;PUSAT GROSIR BANDUNG;36000;8;0;0;288000;14400000;14400000;Pusat
02 Mei 2026;PO/Benka/262/5533;100126017KSS;REJECT Kidsmate Oversize Sweetie Pop Tee;benka;12500;1;0;0;12500;70000000;70000000;Pusat
02 Mei 2026;PO/Benka/262/5533;100126016KSS;REJECT Kidsmate Oversize Sweetie Pop Tee;benka;12500;1;0;0;12500;70000000;70000000;Pusat
02 Mei 2026;PO/Benka/262/5533;100126015KSS;REJECT Kidsmate Oversize Sweetie Pop Tee;benka;12500;1;0;0;12500;70000000;70000000;Pusat
02 Mei 2026;PO/Benka/262/5533;100126000KSS;REJECT Kidsmate Oversize Sweetie Pop Tee;benka;12500;1;0;0;12500;70000000;70000000;Pusat
02 Mei 2026;PO/Benka/262/5533;100125998KSS;REJECT Kidsmate Oversize Sweetie Pop Tee;benka;12500;1;0;0;12500;70000000;70000000;Pusat
02 Mei 2026;PO/Benka/262/5533;100125997KSS;REJECT Kidsmate Oversize Sweetie Pop Tee;benka;12500;1;0;0;12500;70000000;70000000;Pusat
02 Mei 2026;PO/Benka/262/5533;100126012KSS;REJECT Kidsmate Oversize Sweetie Pop Tee;benka;12500;1;0;0;12500;70000000;70000000;Pusat
02 Mei 2026;PO/Benka/262/5533;100126011KSS;REJECT Kidsmate Oversize Sweetie Pop Tee;benka;12500;3;0;0;37500;70000000;70000000;Pusat
02 Mei 2026;PO/Benka/262/5533;100126010KSS;REJECT Kidsmate Oversize Sweetie Pop Tee;benka;12500;5;0;0;62500;70000000;70000000;Pusat
02 Mei 2026;PO/Benka/262/5533;100126008KSS;REJECT Kidsmate Oversize Sweetie Pop Tee;benka;12500;1;0;0;12500;70000000;70000000;Pusat
02 Mei 2026;PO/Benka/262/5533;100126007KSS;REJECT Kidsmate Oversize Sweetie Pop Tee;benka;12500;1;0;0;12500;70000000;70000000;Pusat
02 Mei 2026;PO/Benka/262/5533;100126006KSS;REJECT Kidsmate Oversize Sweetie Pop Tee;benka;12500;1;0;0;12500;70000000;70000000;Pusat
02 Mei 2026;PO/Benka/262/5533;100126004KSS;REJECT Kidsmate Oversize Sweetie Pop Tee;benka;12500;1;0;0;12500;70000000;70000000;Pusat
02 Mei 2026;PO/Benka/262/5533;100125995KSS;REJECT Kidsmate Oversize Sweetie Pop Tee;benka;12500;2;0;0;25000;70000000;70000000;Pusat
02 Mei 2026;PO/Benka/262/5533;100125994KSS;REJECT Kidsmate Oversize Sweetie Pop Tee;benka;12500;4;0;0;50000;70000000;70000000;Pusat
02 Mei 2026;PO/Benka/262/5533;100125993KSS;REJECT Kidsmate Oversize Sweetie Pop Tee;benka;12500;3;0;0;37500;70000000;70000000;Pusat
02 Mei 2026;PO/Benka/262/5533;100125992KSS;REJECT Kidsmate Oversize Sweetie Pop Tee;benka;12500;3;0;0;37500;70000000;70000000;Pusat
02 Mei 2026;PO/Benka/262/5533;100125991KSS;REJECT Kidsmate Oversize Sweetie Pop Tee;benka;12500;2;0;0;25000;70000000;70000000;Pusat
02 Mei 2026;PO/Benka/262/5533;100125990KSS;REJECT Kidsmate Oversize Sweetie Pop Tee;benka;12500;3;0;0;37500;70000000;70000000;Pusat
02 Mei 2026;PO/Benka/262/5533;126007KSS;Kidsmate Oversize Sweetie Pop Tee;benka;25000;60;0;0;1500000;70000000;70000000;Pusat
02 Mei 2026;PO/Benka/262/5533;126006KSS;Kidsmate Oversize Sweetie Pop Tee;benka;25000;56;0;0;1400000;70000000;70000000;Pusat
02 Mei 2026;PO/Benka/262/5533;126005KSS;Kidsmate Oversize Sweetie Pop Tee;benka;25000;59;0;0;1475000;70000000;70000000;Pusat
02 Mei 2026;PO/Benka/262/5533;126004KSS;Kidsmate Oversize Sweetie Pop Tee;benka;25000;116;0;0;2900000;70000000;70000000;Pusat
02 Mei 2026;PO/Benka/262/5533;126003KSS;Kidsmate Oversize Sweetie Pop Tee;benka;25000;136;0;0;3400000;70000000;70000000;Pusat
02 Mei 2026;PO/Benka/262/5533;126002KSS;Kidsmate Oversize Sweetie Pop Tee;benka;25000;129;0;0;3225000;70000000;70000000;Pusat
02 Mei 2026;PO/Benka/262/5533;126019KSS;Kidsmate Oversize Sweetie Pop Tee;benka;25000;60;0;0;1500000;70000000;70000000;Pusat
02 Mei 2026;PO/Benka/262/5533;126018KSS;Kidsmate Oversize Sweetie Pop Tee;benka;25000;59;0;0;1475000;70000000;70000000;Pusat
02 Mei 2026;PO/Benka/262/5533;126017KSS;Kidsmate Oversize Sweetie Pop Tee;benka;25000;58;0;0;1450000;70000000;70000000;Pusat
02 Mei 2026;PO/Benka/262/5533;126016KSS;Kidsmate Oversize Sweetie Pop Tee;benka;25000;120;0;0;3000000;70000000;70000000;Pusat
02 Mei 2026;PO/Benka/262/5533;126015KSS;Kidsmate Oversize Sweetie Pop Tee;benka;25000;118;0;0;2950000;70000000;70000000;Pusat
02 Mei 2026;PO/Benka/262/5533;126014KSS;Kidsmate Oversize Sweetie Pop Tee;benka;25000;121;0;0;3025000;70000000;70000000;Pusat
02 Mei 2026;PO/Benka/262/5533;126001KSS;Kidsmate Oversize Sweetie Pop Tee;benka;25000;59;0;0;1475000;70000000;70000000;Pusat
02 Mei 2026;PO/Benka/262/5533;126000KSS;Kidsmate Oversize Sweetie Pop Tee;benka;25000;57;0;0;1425000;70000000;70000000;Pusat
02 Mei 2026;PO/Benka/262/5533;125999KSS;Kidsmate Oversize Sweetie Pop Tee;benka;25000;61;0;0;1525000;70000000;70000000;Pusat
02 Mei 2026;PO/Benka/262/5533;125998KSS;Kidsmate Oversize Sweetie Pop Tee;benka;25000;119;0;0;2975000;70000000;70000000;Pusat
02 Mei 2026;PO/Benka/262/5533;125997KSS;Kidsmate Oversize Sweetie Pop Tee;benka;25000;144;0;0;3600000;70000000;70000000;Pusat
02 Mei 2026;PO/Benka/262/5533;125996KSS;Kidsmate Oversize Sweetie Pop Tee;benka;25000;132;0;0;3300000;70000000;70000000;Pusat
02 Mei 2026;PO/Benka/262/5533;126013KSS;Kidsmate Oversize Sweetie Pop Tee;benka;25000;60;0;0;1500000;70000000;70000000;Pusat
02 Mei 2026;PO/Benka/262/5533;126012KSS;Kidsmate Oversize Sweetie Pop Tee;benka;25000;58;0;0;1450000;70000000;70000000;Pusat
02 Mei 2026;PO/Benka/262/5533;126011KSS;Kidsmate Oversize Sweetie Pop Tee;benka;25000;58;0;0;1450000;70000000;70000000;Pusat
02 Mei 2026;PO/Benka/262/5533;126010KSS;Kidsmate Oversize Sweetie Pop Tee;benka;25000;115;0;0;2875000;70000000;70000000;Pusat
02 Mei 2026;PO/Benka/262/5533;126009KSS;Kidsmate Oversize Sweetie Pop Tee;benka;25000;130;0;0;3250000;70000000;70000000;Pusat
02 Mei 2026;PO/Benka/262/5533;126008KSS;Kidsmate Oversize Sweetie Pop Tee;benka;25000;119;0;0;2975000;70000000;70000000;Pusat
02 Mei 2026;PO/Benka/262/5533;125995KSS;Kidsmate Oversize Sweetie Pop Tee;benka;25000;62;0;0;1550000;70000000;70000000;Pusat
02 Mei 2026;PO/Benka/262/5533;125994KSS;Kidsmate Oversize Sweetie Pop Tee;benka;25000;58;0;0;1450000;70000000;70000000;Pusat
02 Mei 2026;PO/Benka/262/5533;125993KSS;Kidsmate Oversize Sweetie Pop Tee;benka;25000;61;0;0;1525000;70000000;70000000;Pusat
02 Mei 2026;PO/Benka/262/5533;125992KSS;Kidsmate Oversize Sweetie Pop Tee;benka;25000;123;0;0;3075000;70000000;70000000;Pusat
02 Mei 2026;PO/Benka/262/5533;125991KSS;Kidsmate Oversize Sweetie Pop Tee;benka;25000;142;0;0;3550000;70000000;70000000;Pusat
02 Mei 2026;PO/Benka/262/5533;125990KSS;Kidsmate Oversize Sweetie Pop Tee;benka;25000;132;0;0;3300000;70000000;70000000;Pusat
01 Mei 2026;PO-000006525;ATK8;MEDIUMM PLASTIK KIDSMATE;Pembelian;1000;800;0;0;800000;800000;800000;BBWSTORE
30-Apr-26;PO-000006524;#10280TL;#Atasan Anak Vira Top KOI;BOBO KIDS;25000;7;0;0;175000;5000000;5000000;Pusat
30-Apr-26;PO-000006524;#10279TL;#Atasan Anak Vira Top KOI;BOBO KIDS;25000;4;0;0;100000;5000000;5000000;Pusat
30-Apr-26;PO-000006524;#10278TL;#Atasan Anak Vira Top KOI;BOBO KIDS;25000;5;0;0;125000;5000000;5000000;Pusat
30-Apr-26;PO-000006524;#10277TL;#Atasan Anak Vira Top KOI;BOBO KIDS;25000;5;0;0;125000;5000000;5000000;Pusat
30-Apr-26;PO-000006524;#10276TL;#Atasan Anak Vira Top KOI;BOBO KIDS;25000;12;0;0;300000;5000000;5000000;Pusat
30-Apr-26;PO-000006524;#10275TL;#Atasan Anak Vira Top KOI;BOBO KIDS;25000;10;0;0;250000;5000000;5000000;Pusat
30-Apr-26;PO-000006524;#10274TL;#Atasan Anak Vira Top KOI;BOBO KIDS;25000;15;0;0;375000;5000000;5000000;Pusat
30-Apr-26;PO-000006524;#10273TL;#Atasan Anak Vira Top KOI;BOBO KIDS;25000;12;0;0;300000;5000000;5000000;Pusat
30-Apr-26;PO-000006524;#10272TL;#Atasan Anak Vira Top KOI;BOBO KIDS;25000;5;0;0;125000;5000000;5000000;Pusat
30-Apr-26;PO-000006524;#10271TL;#Atasan Anak Vira Top KOI;BOBO KIDS;25000;5;0;0;125000;5000000;5000000;Pusat
30-Apr-26;PO-000006524;#10270TL;#Atasan Anak Vira Top KOI;BOBO KIDS;25000;4;0;0;100000;5000000;5000000;Pusat
30-Apr-26;PO-000006524;#10269TL;#Atasan Anak Vira Top KOI;BOBO KIDS;25000;7;0;0;175000;5000000;5000000;Pusat
30-Apr-26;PO-000006524;#10268TL;#Atasan Anak Vira Top KOI;BOBO KIDS;25000;7;0;0;175000;5000000;5000000;Pusat
30-Apr-26;PO-000006524;#10267TL;#Atasan Anak Vira Top KOI;BOBO KIDS;25000;6;0;0;150000;5000000;5000000;Pusat
30-Apr-26;PO-000006524;#10266TL;#Atasan Anak Vira Top KOI;BOBO KIDS;25000;4;0;0;100000;5000000;5000000;Pusat
30-Apr-26;PO-000006524;#10265TL;#Atasan Anak Vira Top KOI;BOBO KIDS;25000;8;0;0;200000;5000000;5000000;Pusat
30-Apr-26;PO-000006524;#10264TL;#Atasan Anak Vira Top KOI;BOBO KIDS;25000;6;0;0;150000;5000000;5000000;Pusat
30-Apr-26;PO-000006524;#10263TL;#Atasan Anak Vira Top KOI;BOBO KIDS;25000;6;0;0;150000;5000000;5000000;Pusat
30-Apr-26;PO-000006524;#10262TL;#Atasan Anak Vira Top KOI;BOBO KIDS;25000;9;0;0;225000;5000000;5000000;Pusat
30-Apr-26;PO-000006524;#10261TL;#Atasan Anak Vira Top KOI;BOBO KIDS;25000;6;0;0;150000;5000000;5000000;Pusat
30-Apr-26;PO-000006524;#10260TL;#Atasan Anak Vira Top KOI;BOBO KIDS;25000;3;0;0;75000;5000000;5000000;Pusat
30-Apr-26;PO-000006524;#10259TL;#Atasan Anak Vira Top KOI;BOBO KIDS;25000;4;0;0;100000;5000000;5000000;Pusat
30-Apr-26;PO-000006524;#10258TL;#Atasan Anak Vira Top KOI;BOBO KIDS;25000;3;0;0;75000;5000000;5000000;Pusat
30-Apr-26;PO-000006524;#10257TL;#Atasan Anak Vira Top KOI;BOBO KIDS;25000;3;0;0;75000;5000000;5000000;Pusat
30-Apr-26;PO-000006524;#10256TL;#Atasan Anak Vira Top KOI;BOBO KIDS;25000;6;0;0;150000;5000000;5000000;Pusat
30-Apr-26;PO-000006524;#10255TL;#Atasan Anak Vira Top KOI;BOBO KIDS;25000;3;0;0;75000;5000000;5000000;Pusat
30-Apr-26;PO-000006524;#10254TL;#Atasan Anak Vira Top KOI;BOBO KIDS;25000;4;0;0;100000;5000000;5000000;Pusat
30-Apr-26;PO-000006524;#10253TL;#Atasan Anak Vira Top KOI;BOBO KIDS;25000;6;0;0;150000;5000000;5000000;Pusat
30-Apr-26;PO-000006524;#10252TL;#Atasan Anak Vira Top KOI;BOBO KIDS;25000;6;0;0;150000;5000000;5000000;Pusat
30-Apr-26;PO-000006524;#10251TL;#Atasan Anak Vira Top KOI;BOBO KIDS;25000;6;0;0;150000;5000000;5000000;Pusat
30-Apr-26;PO-000006524;#10250TL;#Atasan Anak Vira Top KOI;BOBO KIDS;25000;6;0;0;150000;5000000;5000000;Pusat
30-Apr-26;PO-000006524;#10249TL;#Atasan Anak Vira Top KOI;BOBO KIDS;25000;7;0;0;175000;5000000;5000000;Pusat
30-Apr-26;WO/Mulyo/46108/50/baggy jeans;123438CLJ;Celana Baggy Jeans Kidsmate;Mulyo Siswanto;44000;13;0;0;572000;1211000;1211000;Pusat
30-Apr-26;WO/Mulyo/46108/50/baggy jeans;123437CLJ;Celana Baggy Jeans Kidsmate;Mulyo Siswanto;44000;1;0;0;44000;1211000;1211000;Pusat
30-Apr-26;WO/Mulyo/46108/50/baggy jeans;123436CLJ;Celana Baggy Jeans Kidsmate;Mulyo Siswanto;44000;2;0;0;88000;1211000;1211000;Pusat
30-Apr-26;WO/Mulyo/46108/50/baggy jeans;123435CLJ;Celana Baggy Jeans Kidsmate;Mulyo Siswanto;39000;4;0;0;156000;1211000;1211000;Pusat
30-Apr-26;WO/Mulyo/46108/50/baggy jeans;123434CLJ;Celana Baggy Jeans Kidsmate;Mulyo Siswanto;39000;6;0;0;234000;1211000;1211000;Pusat
30-Apr-26;WO/Mulyo/46108/50/baggy jeans;123433CLJ;Celana Baggy Jeans Kidsmate;Mulyo Siswanto;39000;3;0;0;117000;1211000;1211000;Pusat
30-Apr-26;PO-000006522;#10282KASW;#RUFFEL MILLY TOP KOI;CANDY PROJECT;44000;13;0;0;572000;7900000;7900000;BBWSTORE
30-Apr-26;PO-000006522;#10281KASW;#RUFFEL MILLY TOP KOI;CANDY PROJECT;44000;12;0;0;528000;7900000;7900000;BBWSTORE
30-Apr-26;PO-000006522;#6873KASW;Kaos Anak Perempuan Ruffel Milly Top KOI;CANDY PROJECT;35000;8;0;0;280000;7900000;7900000;BBWSTORE
30-Apr-26;PO-000006522;#6872KASW;Kaos Anak Perempuan Ruffel Milly Top KOI;CANDY PROJECT;35000;9;0;0;315000;7900000;7900000;BBWSTORE
30-Apr-26;PO-000006522;#6871KASW;Kaos Anak Perempuan Ruffel Milly Top KOI;CANDY PROJECT;35000;8;0;0;280000;7900000;7900000;BBWSTORE
30-Apr-26;PO-000006522;#10284KASW;#RUFFEL MILLY TOP KOI;CANDY PROJECT;44000;12;0;0;528000;7900000;7900000;BBWSTORE
30-Apr-26;PO-000006522;#10283KASW;#RUFFEL MILLY TOP KOI;CANDY PROJECT;44000;13;0;0;572000;7900000;7900000;BBWSTORE
30-Apr-26;PO-000006522;#5720KASW;Kaos Anak Perempuan Ruffel Milly Top KOI;CANDY PROJECT;35000;8;0;0;280000;7900000;7900000;BBWSTORE
30-Apr-26;PO-000006522;#5719KASW;Kaos Anak Perempuan Ruffel Milly Top KOI;CANDY PROJECT;35000;8;0;0;280000;7900000;7900000;BBWSTORE
30-Apr-26;PO-000006522;#5718KASW;Kaos Anak Perempuan Ruffel Milly Top KOI;CANDY PROJECT;35000;8;0;0;280000;7900000;7900000;BBWSTORE
30-Apr-26;PO-000006522;#0349KASW;Kaos Anak Perempuan Ruffel Milly Top KOI;CANDY PROJECT;44000;13;0;0;572000;7900000;7900000;BBWSTORE
30-Apr-26;PO-000006522;#0348KASW;Kaos Anak Perempuan Ruffel Milly Top KOI;CANDY PROJECT;44000;12;0;0;528000;7900000;7900000;BBWSTORE
30-Apr-26;PO-000006522;#0347KASW;Kaos Anak Perempuan Ruffel Milly Top KOI;CANDY PROJECT;35000;8;0;0;280000;7900000;7900000;BBWSTORE
30-Apr-26;PO-000006522;#0346KASW;Kaos Anak Perempuan Ruffel Milly Top KOI;CANDY PROJECT;35000;9;0;0;315000;7900000;7900000;BBWSTORE
30-Apr-26;PO-000006522;#0345KASW;Kaos Anak Perempuan Ruffel Milly Top KOI;CANDY PROJECT;35000;8;0;0;280000;7900000;7900000;BBWSTORE
30-Apr-26;PO-000006522;#0344KASW;Kaos Anak Perempuan Ruffel Milly Top KOI;CANDY PROJECT;44000;12;0;0;528000;7900000;7900000;BBWSTORE
30-Apr-26;PO-000006522;#0343KASW;Kaos Anak Perempuan Ruffel Milly Top KOI;CANDY PROJECT;44000;13;0;0;572000;7900000;7900000;BBWSTORE
30-Apr-26;PO-000006522;#0342KASW;Kaos Anak Perempuan Ruffel Milly Top KOI;CANDY PROJECT;35000;9;0;0;315000;7900000;7900000;BBWSTORE
30-Apr-26;PO-000006522;#0341KASW;Kaos Anak Perempuan Ruffel Milly Top KOI;CANDY PROJECT;35000;8;0;0;280000;7900000;7900000;BBWSTORE
30-Apr-26;PO-000006522;#0340KASW;Kaos Anak Perempuan Ruffel Milly Top KOI;CANDY PROJECT;35000;9;0;0;315000;7900000;7900000;BBWSTORE
29-Apr-26;WO/Royyan/46109/51/mini chinos;123475CMC;Minieclub Celana Mini Chinos;Royan;34500;79;0;0;2725500;26151000;26151000;Pusat
29-Apr-26;WO/Royyan/46109/51/mini chinos;123474CMC;Minieclub Celana Mini Chinos;Royan;34500;139;0;0;4795500;26151000;26151000;Pusat
29-Apr-26;WO/Royyan/46109/51/mini chinos;123473CMC;Minieclub Celana Mini Chinos;Royan;34500;83;0;0;2863500;26151000;26151000;Pusat
29-Apr-26;WO/Royyan/46109/51/mini chinos;123478CMC;Minieclub Celana Mini Chinos;Royan;34500;29;0;0;1000500;26151000;26151000;Pusat
29-Apr-26;WO/Royyan/46109/51/mini chinos;123477CMC;Minieclub Celana Mini Chinos;Royan;34500;156;0;0;5382000;26151000;26151000;Pusat
29-Apr-26;WO/Royyan/46109/51/mini chinos;123476CMC;Minieclub Celana Mini Chinos;Royan;34500;148;0;0;5106000;26151000;26151000;Pusat
29-Apr-26;WO/Royyan/46109/51/mini chinos;123479CMC;Minieclub Celana Mini Chinos;Royan;34500;124;0;0;4278000;26151000;26151000;Pusat
29-Apr-26;PO/Benka/264/5673;100123752KMC;RIJECT Minieclub Cotton Fullprint Tee;benka;12000;1;0;0;12000;79044000;79044000;Pusat
29-Apr-26;PO/Benka/264/5673;100123751KMC;RIJECT Minieclub Cotton Fullprint Tee;benka;12000;2;0;0;24000;79044000;79044000;Pusat
29-Apr-26;PO/Benka/264/5673;100123081KMC;REJECT Minieclub Cotton Fullprint Tee;benka;12000;4;0;0;48000;79044000;79044000;Pusat
29-Apr-26;PO/Benka/264/5673;100123080KMC;REJECT Minieclub Cotton Fullprint Tee;benka;12000;2;0;0;24000;79044000;79044000;Pusat
29-Apr-26;PO/Benka/264/5673;100123079KMC;REJECT Minieclub Cotton Fullprint Tee;benka;12000;2;0;0;24000;79044000;79044000;Pusat
29-Apr-26;PO/Benka/264/5673;100123078KMC;REJECT Minieclub Cotton Fullprint Tee;benka;12000;3;0;0;36000;79044000;79044000;Pusat
29-Apr-26;PO/Benka/264/5673;100123753KMC;RIJECT Minieclub Cotton Fullprint Tee;benka;12000;1;0;0;12000;79044000;79044000;Pusat
29-Apr-26;PO/Benka/264/5673;100123084KMC;REJECT Minieclub Cotton Fullprint Tee;benka;12000;3;0;0;36000;79044000;79044000;Pusat
29-Apr-26;PO/Benka/264/5673;100123083KMC;REJECT Minieclub Cotton Fullprint Tee;benka;12000;4;0;0;48000;79044000;79044000;Pusat
